Vessel_Name,MMSI_List
JOY OF LADRAM,[235099244]
HOLLIE J H166,[235020797]
FV HARMONI,[235019133]
SV_PLEIADES BF155,[235069008]
STENA VINGA,[266467000]
JACQUELINE ANNE FR,[232031554]
ALTAY,[538004502]
ALESSIA,[244732755]
AL GHASHAMIYA,[538003353]
RED JET 6,[235117926]
VITAL,[235100118]
DELTA POSEIDON,[249236000]
ENERGY DELOS        ,[232057631]
ERTEA,[636014418]
GPS RACIA,[235053688]
VOS PIONEER,[235063065]
HEIKE LEHMANN,[305050000]
SIRDAR,[235038021]
LOUISA N PZ101,[235008741]
GT VELA,[305970000]
SVITZER DEBEN,[235113128]
FRAKT SUND,[210803000]
MOUNT HIKURANGI,[477195600]
BRUFJELL,[257094000]
CIELO DI GAETA,[229632000]
VB SUPERMAN,[232011198]
EMIRALP,[229447000]
GOOTEBORG,[246798000]
NRH KATABATIC,[232005939]
TEAL,[235000773]
F/V LOUIS AGATHE,[228379800]
AZURYTH,[212228000]
NEPTUNE THARROS,[241812000]
ARK,[636020612]
GREAT ANTWERP,[247451500]
HMS SEVERN,[234623000]
PATHFINDER,[235054896]
BF VOLUNTEER,[235102528]
CUMBRIAN,[314001027]
RES COGITANS,[538002622]
FJELLSTRAUM,[257601000]
FS PEGASUS,[235070961]
SD IMPULSE,[232001480]
BALTICBORG,[244590000]
VOS INSPIRER,[235059199]
UML VICTORIA,[305380000]
KEDROS,[636023892]
MUSKY,[538010656]
NORAH,[352898793]
PRINS BERNHARD,"[227302000, 244780651]"
VB OCTEVILLE 11,[228284800]
RIX MERLIN,[235030851]
SKANDI LOGGER,[220578000]
SKANDI FLORA,[258239000]
OOCL BREMERHAVEN,[636023342]
ASTRAL,[668116219]
SUPRA TIDE,[257036130]
QUEENSBERRY BA156,[235007418]
PORTLAND SENTINEL,[235117904]
MSC NIKOLETA II,[636020902]
GAS HUSKY,[636015107]
EENDRACHT,[244543000]
CEMVALE,[212109000]
ISLA-B,[232007860]
CANNIS,[235053755]
AMULETH,[209066000]
NORWEGIAN SKY,[308865000]
PACIFIC ANNA,[538006923]
A ROSA VIVA,[211488620]
GOLDEN REAPER,[235020549]
SONGA OPAL,[249923000]
PRINCESS SHAHD,[249496000]
ZAANBORG,[244830818]
NORTHERN OCEAN,[219034659]
ABERLOUR,[235089097]
SEINE PRINCESS,[227789160]
LADY ANNEKE,[246855000]
BRISOTE,[246881000]
LADY ALEXANDRA,[246684000]
KMS VALONIA,[235076222]
ITALIA STREAM,[308438000]
EPIC TRADER,[636017992]
NR CHEETAH,[235097365]
TEES GUARDIAN,[235110227]
CHRISTINA,[259372000]
APATYTH             ,[210765000]
PUTFORD ARIES,[232003329]
PACIFIC HERON,[235056178]
CSSC IMMINGHAM      ,[477716400]
BULLDOG,[235113139]
F\V HERMES 1,[228866000]
REM INSULA,[212897000]
SD INDEPENDENT,[235070762]
BOKA TOPAZ,[257058640]
PETEREL,[232025613]
LADY ANNE BEAU,[244890901]
PATROL,[235022662]
BRITISH OFFICER,[235113769]
SD MOORHEN,[232002927]
SLOMAN DISCHARGER,[304571000]
TYPHOON CLIPPER,[235056986]
HEEMSKERKGRACHT     ,[244010871]
RONEZ,[232003642]
TRANSCEND BF61,[232042546]
SYLVIA BOWERS,[235000480]
LANCING,[311000766]
GRAMPIAN COMMANDER,[235009670]
LORD LUPO,[247439300]
SELENA ATK,[271049458]
MALAGO,[235065329]
SETTLER,[235114692]
SUNNY LADY,[259141000]
CUTLASS GALAXY,[538006625]
UHL FINESSE,[255806357]
RONJA SKYE,[257648000]
ETOILE D'AZUR,[256946000]
GUIDE,[235004469]
SWAMI,[308218000]
VB LLOYDSMAN,[232038380]
WES MADITA,[255915683]
BRAGE VIKING,[257050000]
FORTUNE SUN,[538004103]
SCOTIA,"[234973000, 259057000]"
SEA HAVEN,[235060142]
ISLE OF ARRAN,[235104000]
DUNOY,[258520000]
DA XIN,[413478230]
APACHE,[241458000]
CELTIC COMMANDER,[232033026]
F\V SAINT PHILIPPE,[228395800]
REM POWER,[258133000]
UNITY B106,[235059791]
HELLE RITSCHER,[636091030]
RIX GULF,[209823000]
HAV MARLIN,[304734000]
WIGHT SUN,[235064777]
NORLAN BF362,[232011409]
EDWARDIAN,[235055144]
F/V MADELEINE,[228402800]
ESTUARY ELISE,[232053737]
VULIN,[314719000]
HIGHLAND DEFENDER,[235094267]
OUR PRIDE CY338,[234093000]
ICG,[111250054]
GIRL GERALDINE,[250103800]
ANZORAS,[255915906]
AMISIA,[209530000]
CARDINAL P,[235092017]
WARSHIP,[232002833]
WILSON DAGENHAM,[305810000]
HELEN MARY,"[211238930, 235110248]"
OCEAN CHALLENGE BF85,[235098956]
STENA SUPERFAST VII,[235089435]
ARISTONA,[255801770]
BERGE NIMBA,[636019095]
SVITZER MERCURIUS,[232026149]
JAMES COOK,[235001210]
ANTIGUA,[244830109]
ONE HUMBER,[372038000]
CRUDE ZEPHYRUS      ,[256726000]
DELFBORG,[245091000]
SSB 02,[232046311]
HUNTEBORG,[244338000]
SEADOG,[235076403]
BF TYPHOON,[235116834]
WHITSTAR,[235007880]
OPALINE,[248701000]
JANNETJE CORNELIS,[232018240]
KARAM,[341266002]
HURRICANE 2,[232052715]
PACIFIC SARAH,[352055000]
GAS VICTORY,[255915961]
VALENTINA,"[209452000, 314500000]"
BAQUEIRO,[224324000]
F/V NICOLAS JEREMY,[226183000]
MAXINE,[232034271]
STAR LEGEND,[311085000]
BALTIC BRIGHT,[230042000]
THUN BLYTH,[246940000]
ALBION,[235065995]
RIGH NA MARA,[232056021]
KATUXA NM,[224584000]
NR_REBELLION,[232059246]
CELTIC ROSE PH179,[232052631]
RAYMARINE TEST 4000,[235899933]
CAPE CORFU,[210210000]
MULTI OCEAN,[232054731]
PL HARRIER,[232046012]
EEMS TJONGER,[246869000]
ATLANTIC WIND,[236111974]
TED OF LADRAM E7,[232059096]
SOPHIA D,[235021489]
RONJA SUPPORTER,[258187000]
INTER CALEDONIA,[258211000]
NAB,[235031425]
COOL EXPRESS,[351074000]
SAMIRA,[245015000]
LIEUTENANT P,[235103032]
VB BAYDAN,[311001643]
VOS FAITHFUL,[235097317]
KAILEEN,[305922000]
WOODSTOCK 1,[235069559]
AUTOSKY,[255801480]
SCOT BAY,[232974000]
SWALINGE,[244209000]
EMDEN,[636022757]
WINDCAT 58,[232060220]
CMA CGM ALCAZAR,[357214000]
SELANDIA SEAWAYS,[219458000]
ROME,[244890265]
MAERSK GIBRALTAR,[477636200]
CMS WRESTLER,[232022727]
BUCENTAURE,[227048450]
FV ANDROMEDA BF437,[232004160]
LOKE VIKING,[257056000]
VERTOM EVA,[255915932]
CATALINA,[215850000]
CAPTAIN D,[538006297]
ELISA K.,[245392000]
RON MOR,[250005748]
BONTRUP AMSTERDAM,[308271000]
WOMBAT,[503166770]
FINE SCHEPERS,[255806352]
SILVER CRYSTAL,[257308000]
AQUA LIVE,[307031000]
LADY MOIRA,[235011891]
S/Y MARIE,[319033400]
BALTIC MERCHANT,[275516000]
BOLETTE,[311000986]
FUGRO VALKYRIE,[235069806]
WILSON PORTO,[257545000]
SAR AIRCRAFT G-HMGA,[111232540]
SIDER MONTEDIPROCIDA,[477521100]
WEC DE HOOGH,[210283000]
OCEAN SCENE,[235023221]
STOLT SINCERITY,[319103800]
ENABLE,[563174900]
MSC CHIQUITA III,[255916056]
EEMS COAST,[245862000]
BEN MADIGAN,[232006869]
SB 32,[244860380]
VOS GORGEOUS,[235103024]
GERALDINE MARY,[232042090]
MATADOR,[226011270]
ULTRA LANIN,[352003693]
JUPITER CLIPPER,[232008821]
MARATONA,[355719000]
MERSEY ENDURANCE,[235099933]
HET LAND GOESTING,[244066650]
CORUISK,[235008929]
DINA MERKUR,[236521000]
SALAMANCA,[228408900]
KARELLE,[234325000]
ATLANTIS AUGUSTA,[248167000]
TOLLUND,[261159000]
FAIRPLAY-38,[218321000]
SEVEN SEAS GRANDEUR,[538010706]
LADY MARY,[305229000]
EMMA JANE,[232006960]
BOS PRECIOUS,[253000035]
NKT VICTORIA,[257016000]
RECLAIM,[235078639]
ABEKO SERVER 2,[244290000]
FRI BREVIK,[209488000]
WIND CREATION,[232054785]
VB GUARDIAN 19,[228373800]
HMS DUNCAN,[235053411]
MT EMBLA,[257082000]
FV SUNRISE,[235001050]
WILSON EMS,[314258000]
BUDDING ROSE,[232354000]
EMMANOU,[338243006]
ENTERPRISE,[319044100]
FRECCIAMARE,[255916282]
VOS GLAMOUR,[235103022]
BLUE SKY,[511100803]
HANNA,[212636000]
ARK DANIA,[219596000]
PUDGE,[235092824]
APL NEW YORK,[566879000]
ONE INSPIRATION,[636023348]
LH PILOT ST CECILE,[227752910]
FRANCISCA,[212617000]
X-PRESS GODAVARI,[229191000]
ORACLIFF,[219024550]
GRAMPIAN TALISMAN,[235052783]
EXHILARATION,[235104586]
SKANDI MONGSTAD,[259239000]
F/V MARIE CATHERINE2,[228361900]
RNLI LIFEBOAT 17-18,[232003136]
FAST SUS,[205482000]
MINNA,[235710000]
HELLE,[257510000]
SEVEN SEAS NAVIGATOR,[311050600]
STRILMOY,[258366000]
ISLAND SKY,[311743000]
GPS CERVIA,[235108425]
RUHRTAL             ,[255806465]
REBECCA M,[232003963]
CMS THUNDERER,[232052186]
GOLDEN BELLS II B192,[235007379]
BG ORANGE,[255804850]
CITY OF CARDIFF,[232002807]
NICHOLA OF LADRAM,[232020583]
HIGH HOPES,[235069206]
SPLITMOOR,[235092987]
F/V FARO PICAMILLO,[226045000]
NEREUS,[235039953]
SEAPEAK VANCOUVER,[311000520]
SCILLONIAN III,[232001270]
AFON WEN,[235096812]
VB MARKSMAN,[232021969]
ANTON,[236112746]
ACTA ORION,[244830883]
NS ELIDA,[319058100]
VOS PROSPECTOR,[235067282]
SD NUTBOURNE,[235101366]
W.A. MOZART,[244250602]
YASA ROSE,[538010106]
VOS ENDURANCE,[235082004]
HUMBER GUARDIAN,[235086528]
OWENIE PADRAIG,[250002574]
NESTOR,[304011028]
GEIRA,[232003604]
CYCLONE,[227049090]
AQUADELTA,[246786000]
KARDIANI,[256037000]
TERRA-NOVA,[232047016]
BBC REGALIA,[305796000]
PUTFORD ACHIEVER,[232035067]
AMURBORG,[246263000]
UKD SEALION,[235004829]
CMOS INSTALLER,[205201000]
ZULFIKAR            ,[341425000]
ARKLOW WOOD,[250005932]
GALAXY CLIPPER,[235112741]
DPC DODDER,[250006249]
LADY ASTRID         ,[244020435]
COURAGE,[636022867]
V/F ATLAS,[228379600]
DREAM TERRAX,[538008844]
IPANEMA,[205382490]
MSC NICOLE X,[636022661]
SHABAB OMAN 2,[461000441]
NJORD AMUNDSEN,[236112802]
Z.483 JASMINE,[205077000]
SEINE COMTESSE,[249355000]
KEIT,[305497000]
RONJA COMMANDER,[258118000]
RIGHT STEP,[304816000]
CATHY THERESA,[219374000]
SVITZER GELLISWICK,[235063849]
WAALDIJK,[245726000]
DUTCH MASTER,[235056225]
THUN GENIUS,[245934000]
GT FORSETI,[304010297]
REM CETUS,[212893000]
HOLLANDIA SEAWAYS,[219234000]
BENGEL              ,[253746000]
LADY CLAUDIA,[245772000]
ICENI REVENGE,[235068993]
MENA C OF RHU,[235090339]
HURLINGHAM,[235054655]
LADY ALIDA,[244630415]
WILDCAT 6,[235101502]
SD DEPENDABLE,[235072825]
DANUBE HIGHWAY,[308803000]
SKANDI ACERGY,[257691000]
MULTRATUG 19,[245875000]
MSC SHANGHAI V,[636021160]
FS BRAEMAR,[255802880]
LOWLANDS INFINITY,[563217400]
OBOOT,[244030270]
PEGASUS STAR,[538009249]
VB PHOENIX,[232037001]
ATLANTIC NAVIGATORII,[538010311]
EARL SIGURD,[232000670]
TRANSASIA,[636021390]
TRANQUILLITY  BF7,[235003080]
HELGAFELL,[231356000]
STAR CURACAO,[245405000]
FARRA JOYCE,[232053513]
PRINCESS SEAWAYS,[220489000]
JAZZ,[244060460]
FELAURA,[235076617]
MORNING TIDE,[314617000]
PEARY SPIRIT,[311027600]
UK153 LUB SENIOR,[246749000]
MFV DEBORAH,[205162000]
SVENJA,[211577000]
CELTIC CRUSADER,[255916091]
REM CRUSADER,[257241000]
WILSON LEITH        ,[314553000]
SILVER LINING,[244002087]
DIABELLI,[210336000]
ASG PORTOFINO,[511101258]
SD WARDEN,[232002653]
SEACAT MISCHIEF,[235113651]
LNG SAKURA,[311000760]
HERANGER,[538009776]
LINGA,[235003893]
RED JET 7,[232015629]
EMMA JANE N BH1O8,[232046398]
WAIKIKI,[249857000]
MSC SAO PAULO V,[636016492]
SEA SHANNON,[245334000]
PILOT V/L MARY ROSE,[232045429]
F/V HERMINE,[227144900]
VALLE BIANCA,[215070000]
ANCHORAGE,[246400000]
DAPHNE V,[352002063]
HARVEST REAPER II,[250006183]
WILSON CADIZ,[314216000]
CMA CGM FORT ROYAL,[249052000]
STAR SYDNEY,[636024288]
RNMB-ORCADIAN,[232039081]
EMPIRE STATE,[366991519]
GT DELPHIN,[305441000]
MEN SCOEDEC,[250000917]
TSM WINDCAT 44,[228429800]
SEACAT WEATHERLY,[232029215]
FRANS VAN MIERIS,[244615912]
THAMES NAVIGATOR,[232056926]
STELLA NOVA,[250004944]
CEMBAY,[212542000]
THEODOR ESSBERGER,[255806146]
KAREN,[304108000]
SVITZER AVON,[232011021]
ODDA MARIE,[230691000]
SOUTH ENABLER,[247489200]
CORNION,[255803370]
SILVER GINNY,[538005462]
BLUE QUEST,[232005383]
SAMSKIP SKAFTAFELL,[244820418]
SVITZER STANLOW,[235010620]
CGAS PANTHER,[249362000]
MFV Z38 ZUIDERZEE,[205149000]
ATLANTIC SKY,[215804000]
ULYSSES,[209952000]
MAREATHER OB503,[233820000]
RIVERESCAPES FORTUNA,[232039236]
F/V SCUDERIA,[228045900]
SIEM CHALLENGER,[258286000]
BOCHEM ROTTERDAM,[255915671]
ALBATROSS,[235090255]
MILEENA,[636022916]
SOMERSET,[249412000]
TONY STARK,[304427000]
SCH65 SIMPLON,[246742000]
SURFER TIDE,[257014000]
BLUE LIGHTNING,[235103513]
NORTH SEA ENABLER,[257974000]
NR HUNTER,[232059247]
OCEAN ENERGY,[232046909]
KRISTEL,[229246000]
DAY DAWN FR90,[232041003]
STAR ANGELINA,[538006065]
SAN LORENZO MAERSK,[219096000]
ROSE DE CASCIA,[227800940]
LISTA,[215915000]
RHOGAS,[305793000]
HARVEST HOPE,[235004300]
FV BILLYROWNEY PZ532,[232005850]
BONITA,[275334000]
SWEDICA HAV,[309584000]
NAVA DIONYSSOS      ,[256768000]
YELLOW FIN          ,[215887000]
RESOURCE,[235078638]
ATLANTICA DUKE,[311001485]
DESTINY,"[111111111, 244700900]"
LARIXBORG,[246639000]
EVA FUKUOKA,[548766000]
MORNING CAROL       ,[311000685]
FISHER BANK,[228425800]
MUTIN,[227806500]
RNLI LIFEBOAT 13-39,[232025975]
UKD ORCA,[235077712]
UAL AFRICA,[245890000]
RIDER,[304922000]
AM ZENICA,[538005605]
ANTJE K,[245472000]
KHANKENDI,[423543100]
MARI KOKAKO,[257083330]
F/V AVENTURINE,[228439700]
RNLI LIFEBOAT 13-25,[235113733]
NEULAND,[218492000]
FAITH,[255802760]
OCEAN WARRIOR,[235105315]
PACIFICO,[266002000]
ZANDOLIE,[357558000]
REDOUBT,[235078641]
DSG TITAN ESCORT TUG,[250004253]
VICTORINE,[256274000]
IMMENSITY,[351760000]
NATO WARSHIP A-53,[275144000]
AUTO ASPIRE,[255742000]
ORIENTAL JUBILEE,[477137600]
OUR DAVID GEORGE,[232013701]
SVITZER SUN,[235068059]
S/V LE FRANCAIS,[227891480]
PRIMULA SEAWAYS,[220253000]
ACCOMODATION PLAT 1,[235031462]
HORIZON PROSPECTOR,[352004020]
HARBOUR SPIRIT,[235109129]
HARVEST MOON FR366,[235077317]
SVITZER CALDEY,[235068112]
BELFUJI,[538008588]
FAIRPLAY-63,[218003000]
PALLADIUM,[636022218]
CLARITY,[232043564]
WILLCHALLENGE,[232033014]
FURE VESBORG,[265068510]
JULIA THERESA,[256923000]
OCEAN CARRIER,[255805917]
COURAGEOUS,[232032191]
BBC RUSHMORE,[305864000]
ELBIA,[305573000]
FRENCH WARSHIP ARM,[228867700]
ESVAGT HAVELOK,[219026496]
YEOMAN BANK,[636009548]
TSM ROUEN,[228024240]
DSB-06,[232039083]
TRINITY,[232027317]
AMADANTE,[269057266]
G.V. ANTARES,[235007552]
IBERICA HAV,[311034400]
MONOGIRL 2,[235064475]
RNLI LIFEBOAT 13-44,[232026007]
SILVER SUN,[373207000]
ENCOFRADOR,[224655000]
WYRE ESTUARY,[232047328]
MEDWAY,[209416000]
FOURMENTIN,[228269800]
SALT ISLAND,[235103408]
MSC INGRID,[354505000]
THUN GRANITE,[244734000]
WILSON FINNFJORD,[314398000]
OCEANUS HIGHWAY,[431536000]
SSB-01,[232046310]
TROMS CAPELLA,[235102712]
A2B ENERGY,[244650437]
NEHALENNIA,[244275968]
SERVICE TIDE,[257062690]
ALBERTITO,[538009528]
EEMS SKY,[244239000]
GT AURIGA,[304010285]
RNLI LIFEBOAT 13-38,[232009307]
EARTH CLIPPER,[232043461]
IMOGEN ROSE,[232058321]
PEACE,[207138000]
EMSTAL,[255806438]
NORDSTJERNEN,[257276000]
STORM CLIPPER,[235053184]
FARMAR ARION,[258313000]
LYRIKA,[275553000]
SD VICTORIA,[235068802]
NORDIC BREEZE,[636014868]
TORM SUBLIME,[219274000]
RNLI LIFEBOAT 13-40,[232025977]
LONGEON,[244770997]
YAMILAH-III,[636014944]
ISLANDER,[311001287]
ALEXANDER,"[636018682, 305393000]"
PL SKUA,[232058291]
ST ANTONIUS,[244650974]
KEY MARIN,[236342000]
F.V.STEPH OF LADRAM,[235096987]
AYR,[255915929]
ASKHOLMEN,[538005552]
RYSTRAUM,[258858000]
KIERA FIONA,[232007481]
REM SERVER,[209272000]
MSC AURIGA,[255806338]
SUNDOWNER,[244830182]
F/V P'TIT BOBBY,[227301390]
ROLLINGSTONE,[245746000]
ISLAND CRUSADER,[257076000]
FOB SWATH 10,[219027988]
TEL AVIV,[244387111]
PIURA PACIFIC,[563221100]
NORDIC SEA,[232029607]
MEDUSA,[244130209]
MFV WHITE HEATHER VI,[235004600]
CT ENDEAVOR,[212885000]
ESSEX STAR,[256809000]
DELTA MARIA,[249272000]
WILSON MAAS,[314217000]
ONEGO ISLE,[235095836]
MILLGARTH,[232002697]
SPICA TIDE,[257034530]
MANOR VENTURE,[232007444]
DON CARLOS,[257263000]
PUTFORD DEFENDER,[232017303]
CHEM SPICA,[636022066]
KENT,[235103436]
SEACOR   OHIO,[538007874]
VB ROMAN,[232029748]
GAOTH NA MARA,[235113236]
ALVHEIM FPSO,[257161000]
SOPHIE Z39,[205248000]
PRISM BRILLIANCE,[371086000]
CAESAREA TRADER,[232061862]
REGUETON,[636018753]
,"[111232014, 250000657, 219027276, 234635000, 227588000, 111232525, 765000001]"
VERTOM TOMMA,[246320000]
FAIRPLAY-33,[255915697]
EPIC MANHATTAN,[565699000]
ROYAL IRIS,[235024007]
AG SATURN,[636015171]
RAGNA,[211265530]
OPPORTUNE,[235062791]
ISLANDER BA316,[235001138]
EASTERN SPIRAEA,[636022343]
GLENDEVERON BM500,[235068406]
ARCO DIJK,[308165000]
THAMES VITALITY,[235055694]
IEVOLI IVORY,[247356400]
FARRA GRAINNE,[232047463]
NORMAND VISION,[258607000]
S-92A 257,[111232526]
FV MIA JANE W,[235001170]
ORUBA,[636020511]
SEAFAST DON,[232044406]
N-SEA PATHFINDER,[245457000]
DAME VERA LYNN,[232017797]
ALREK,[304944000]
KONINGIN WILHELMINA,[244780656]
DINA POLARIS,[255801950]
HARRIET EVE TO50,[232007788]
SRIWANGI III        ,[563223700]
NIKOLAY ZUBOV,[209351000]
ATLANTIC  MATE,[236683000]
HEORTNESSE,[232004106]
MFV VAN DIJCK,[232005410]
ARKLOW VIEW,[244870189]
MONARCH I,[352005252]
SCARLATTI,[210408000]
ACACIA SEAWAYS,[277574000]
ESTUARY ESPRIT,[232014129]
HONG KONG EAGLE,[538008700]
FRENCH WARSHIP,"[226777777, 227000000, 226000000]"
SEEKER,[235082000]
SVITZER VENUS,[232060256]
CMA CGM JEAN MERMOZ,[248758000]
RNLI LIFEBOAT 17-32,[235005118]
ALI CAT,[235056506]
SOUND OF SEIL,[235101062]
STAINSBY,[232029984]
DUZGIT ENDEAVOUR,[271043022]
FLEVOBORG,[245226000]
HST MILLIE,[232048990]
HOLLIE ROSE,[232047361]
VILLAGE BELLE IV,[235002743]
LUCKY GLORY,[356872000]
NJORD FORSETI,[235116578]
BIRGIT,[305301000]
X-PRESS TAGUS,[255805954]
KEY NORTH,[236669000]
BALTIC WINTER,[309075000]
MAYARO,[431228000]
ORASUND,[220514000]
ATLANTIC BLUE,[235040589]
VOS EXPLORER,[235052743]
MEDITERRANEAN EXPRES,[563130100]
VOS PRELUDE,[253000039]
AMETHYST,"[232025724, 209223000]"
VIKING SENTINEL,[232042695]
NEW APEX,[352001786]
OSLO CARRIER 2,[258042000]
CHEMICAL ENTERPRISE,[563061100]
SEA MOURNE,[235083263]
ETERNAL PROMISE FR36,[232052737]
SKANDI CALEDONIA,[258765000]
ROCKET JUNIOR,[235105516]
AQUA SOLUNDOY,[257624000]
SIR JOHN MURRAY,[235019532]
AROSA,[241478000]
CHUBBY,[269120790]
LUCKY FINDER,[538090673]
DAVID JAMES S1,[250001768]
HORDAFOR III,[258044000]
SD EILEEN,[235074298]
NORDIC ODIN,[538009297]
FRIEDRICH           ,[304869000]
MILAN MAERSK,[219861000]
UHL FOCUS,[255806202]
JACKSON 4,[244070477]
LONGDAWN,[305835000]
EEMSLIFT ELLEN,[244790608]
BOEMMELBAS,[257180000]
MOANA INFINITY,[538009979]
MATARI,[667001281]
DILLON OWEN II,[250006531]
MONJASA PROVIDER,[229822000]
HALCYON DAYS I,[235014617]
KEEWHIT,[235008440]
KYA,[257048880]
CONTAINERSHIPSARCTIC,[209717000]
SIBERIAN,[235075512]
STENA ADVENTURER,[235667000]
TEQUILA,[538002883]
X-PRESS MULHACEN,[229630000]
RNLI LIFEBOAT 17-35,[235005121]
LCU 9739,[235073176]
SEA GOAT,[352003804]
SILVER FERN CY197,[235007745]
STAVFJORD,"[259888000, 244140000]"
NJORD MAGNI,[235108494]
RNLI LIFEBOAT 16-11,[235050567]
SPES,[244016729]
A2B LEADER,[246899000]
ZHENG RUN,[356680000]
GOLDEN SALAMANDER,[235055107]
LINK POLARIS,[257689000]
VB DONAU,[235054738]
MFV GIRL MACY,[235085777]
VV II,[244008298]
A2B COMFORT,[246891000]
ELBSTROM,[255805577]
NORDIC OSHIMA,[538009300]
AUDACIOUS BF83,[232009468]
KITTIWAKE,[232008948]
STI ROTHERHITHE,[538005409]
MSC ELENOIRE,[636023961]
TAKTOW,[261001873]
KEY OCEAN,[210855000]
PILOT V/L MAJESTIC,[232044725]
OFF-ROADER,[232046083]
FORTUNA I,[205144000]
AZZARO,[305507000]
TAUGAS,[304067000]
MARAN POSEIDON,[240959000]
DIRK DIRK,[244030073]
COE GISELA,[218005000]
FJORDNES,[304829000]
ARSLAND,[249332000]
MARLEY,[205656000]
SCH-144 VERTROUWEN,[244810000]
DK PILOT 16,[227175810]
BARTOK,[209391000]
MSC DENMARK VI,[636018240]
TIMBERLAND,[235090537]
A2,[319043700]
LESSOW SWAN,[219479000]
WINDROOS Z98,[205279000]
SVITZER BRUNEL,[235012605]
WESTERN VENTURE,[250107700]
ANITA,"[232021710, 244615976]"
CPC CAROLINA        ,[255804970]
F/V VIRTUOUS,[250001166]
PAN EUROPE,[477157300]
GALICIA,[228392900]
WITNESS,[244679599]
LUCKY LADY,[256901000]
PERTAMINA GAS CASPIA,[352003541]
MONTREAL EXPRESS,[310750000]
Z526 VAYA CON DIOS,[205316000]
F/V:DEFIANT FY848,[235009060]
PEDRO ALVARES CABRAL,[253365000]
EVER ALP            ,[352898717]
GRAMPIAN COURAGEOUS,[235011640]
FRI OCEAN,[309467000]
HILDA KNUTSEN,[257895000]
MERCURY CLIPPER,[232008822]
KMARIN REASON,[235108534]
SCANDIA SEAWAYS,[219027776]
NOBLE ENDEAVOR,[538001757]
MSC BHAVYA V,[636016423]
LINK SUN,[257969000]
VB KINGSMAN,[232045671]
WL PACIFIC,[477867700]
PIPER,[235000082]
HST SWANSEA,[232046426]
MFV ADMIRAL GORDON,[232047256]
A2B PROUD,[245502000]
BRITANNIA,[310858000]
FINNWAVE,[230632000]
SALTHOLME,[235104009]
ALTAIRE,[232047253]
SAN MARCO MAERSK,[219101000]
GOSSO,[232019107]
GRANDE ITALIA,[247039300]
FIDAN,[511101346]
RONJA CHRISTOPHER,[257125430]
YOLANDA,[244710326]
F/V ST DANIEL,[227321830]
NORDIC SIKU,[538009481]
SD ANGELINE,[235106697]
HELENE-B,[304021000]
DALIDA,[538004772]
RNLI LIFEBOAT 14-34,[235005113]
H&S HONESTY,[245407000]
SEA EXPLORER,[255916048]
FLATHOLM,[235014266]
ELSIE MARIA 2,[250000658]
EMS LAKE,[304877000]
SERENADE TIDE,[257143000]
NORMAND SUBSEA,[258377000]
CMA CGM MONTOIR,[229290000]
FATHER MCKEE,[250513000]
SB ADIEU,[235014861]
DAGALIEN,[235014766]
AETHRA,[241831000]
CELTIC PIONEER,[232043493]
CL NOGARO,[205136000]
MCS TAKU CPP,[235107648]
MARAN GAS AMORGOS,[241746000]
APL LION CITY,[566880000]
EDDA FRENDE,[259912000]
HIRTA,[235061329]
CHEMICAL TRAVELLER,[249066000]
IMAVERE,[209184000]
VB RIVERMAN,[232042056]
NSL EXCALIBUR,[235113676]
ARYABHATA,[630001163]
VALARIS GORILLA VI,[538005011]
MARY ELLEN,[250014101]
SUPRA MONARCH,[636022986]
BROOKLYN BRIDGE,[431187000]
SEA FIGHTER,[636023257]
DUNARA,[235108914]
GRAMPIAN CITADEL,[235082759]
CULZEAN PLATFORM,[232006164]
ALACRITY,[235114872]
INCRA,[314431000]
PATRIA,[209734000]
FARO SILLEIRO DOS,[224384000]
ARKLOW RALLY,[250013821]
VB PANTHER,[232054836]
PICTON,[235068455]
SUPERIORITY,[235098061]
ATLANTIC KLIPPER,[636023858]
PUFFIN,[235115192]
OLYMPIC CHALLENGER,[257089810]
ATLANTA II SH84,[235060213]
NQ TULIPA,[249502000]
STI HACKNEY,[538005401]
DOUWE-S,[244956000]
ELBE HIGHWAY,[311995000]
ADVANTAGE SPICE,[538006197]
KRITI SAMARIA,[636017739]
SANDERA,[636018735]
VB AMBITION,[232051394]
ENERGY APOLLO,[232027082]
RNLI LIFEBOAT 17-03,[232001910]
FREYA,[244180000]
WILSON DIEPPE,[305813000]
RESOLUTE 1,[232056217]
MELLINA,[205159000]
CAROLIN G.,[305370000]
HERMES,[636015035]
SLOMAN HERMES,[304133000]
WILSON SAGA,[257077520]
DICLE DENIZ,[314969000]
JAMES JOYCE,[209170000]
EDT JANE,[210369000]
SD INSPECTOR,[235008913]
VB SCOTSMAN,[235085775]
MSC CARMELITA,[636023269]
OSTRO I,[249723000]
HANOI EXPRESS,[211120000]
NEW ROSS ONE,[235108152]
ESVAGT CONNECTOR,[220446000]
LK ENDURANCE,[232148000]
F\V MARANELLO,[228078700]
USV PIONEER,[232056337]
SVITZER KILROOM,[235066353]
RESILIENT,[235116539]
KSS EDMOND,[352005533]
RAMIRA,[265007000]
SEVEN ATLANTIC,[235071342]
RIX LION,[235105282]
VB TRADESMAN,[232050423]
GIANO,[235108809]
T.ADALYN,[271046486]
SUMMER DAWN,[235001280]
BEN MY CHREE,[234983000]
:..WAVEDANCER 2,[235020574]
LAMBETH,[235071601]
KAVO PERDIKA,[249231000]
KARABAKH,[423520100]
