Vessel_Name,MMSI_List,Destination_List
LCU 9732,[235070237],['0']
BAATSFJORD,[259576000],['AALESUND']
BAP UNION,[760105000],['GBABD']
GEORGINA OF LADRAM,[232026459],['BRIXHAM']
F/V BREIZH ARVOR II,[250004156],['FISHING']
SVITZER HARTY,[235032474],['IMMINGHAM']
THULELAND,[266248000],['NLRTM <--> GBHRW']
THORSVOE,[235018907],['SHAP/KWLL/SHAP']
TIGER EYE           ,[256199000],['GBPEM               ']
AFRIKA,[245811000],['FISHING GROUNDS']
CMA CGM AMERICA,[215651000],['FRDKK']
LAEM CHABANG EXPRESS,[477166700],['DEHAM']
JOHN WILSON,[232050997],['WESTRAY']
OCEAN TRANSFER,[250014464],['PENARTH-HINKLY POINT']
BOW TITANIUM,[257289000],['BE ANR']
COASTRUNNER,[235084268],['GBHUL .:..']
DRAGON,[368233890],['YOUR MOMS HOUSE']
ATHENA,[241784000],['CELTIC WORKSITE AREA']
ZAPPHIRE,[248159000],['GBPEM']
MARGARITA,[636013376],['PORT SAID/EGYPT']
TRIUMPH TIDE,[259140000],['PE ISL']
SLOMAN HEBE,[305265000],['NOKAR>GBTEE']
ICELANDICA HAV,[309175000],['BRIGHTLINGSEA']
LIANNE,[305067000],['BEGNE']
LYSVIK SEAWAYS,[259468000],['SKOGN']
SUBSEA VIKING,[259578000],['SOWF UK']
TASMAN,[314477000],['NL TNZ']
STIRLING CASTLE     ,[232047057],['_                   ']
AGATH,[209168000],['NL RTM']
THUN LIVERPOOL,[244066000],['IE DUB']
SCHIEHALLION,[235097949],['CH 16']
LADY HENRIETTA,[538010003],['ESALG']
STOLT PELICAN,[235083501],['FRURO']
STRANGFORD 2,[232003239],['SFD<->PFY']
FLUVIUS OTTER,[314655000],['NLZWI']
REM STAR,[257297000],['STATFJORD']
Z510 DENNIS,[205246000],['KEEP SAFE DISTANCE']
SPANACO ADVENTURE,[636023909],['PLSZZ               ']
HAFNIA TORRES,[566598000],['ESALG']
GV INDEPENDENT,[232004081],['ABERDEEN']
GEOSURVEYOR XI,[235099951],['LOWESTOFT']
SIGRID THERESA,[219031203],['NLRTM>>ESHUV']
ORION,[250002662],['']
HMM SOUTHAMPTON,[440363000],['SGSIN>GBFXT']
TIANA,[538011107],['KARABIGA']
BUTE,[235025112],['GBRAY GBWMB']
MARLON,[305168000],['PTAVE']
GIPSY,[244210297],['']
STEN MOSTER,[257840000],['GB IMM']
NSL ADVENTURER,[235105693],['MOSTYN-RFWF-MOSTYN']
OOCL GERMANY,[477035800],['SIN>FXT']
BRITISH SAILOR,[235113767],['DE HAM']
FASTNET SENTINEL,[235108316],['BUZZARD FIELD']
MALCOLM MILLER,[212462000],['ABERDEEN']
HANSON THAMES,[232032107],['GBDAG']
LORNA JEAN,[235004900],['']
WILLENDEAVOUR,[235051664],['GB HLY']
SVITZER JOSEPHINE,[232003118],['IMMINGHAM']
HMS TRENT,[232005754],['']
WELL ENHANCER,[235062421],['STRATHSPEY']
SEAWAYS MADELEINE,[538011329],['IEBYT']
WILHELMINA,[244850687],['NNAUERNA']
OOCL CHONGQING,[477832400],['NL RTM']
SCOT PIONEER,[235060914],['HULL']
ARKLOW RAIDER,[250001268],['NLMOE               ']
ALFIE,[235093748],['']
SLOMAN HERAKLES,[305851000],['DZALG->DEHAM']
MUHARREM DADAYLI,[374045000],['FR DKK']
CGAS MARGRETHE,[249810000],['BE ANR']
BB OCEAN,[258825000],['OREC TEST SITE']
ROBIN OF LADRAM,[232007350],['FISHING GROUNDS']
FLORA 1,[511101742],['DENMARK STRAIT']
SERENITY,[538010527],['FR DKK']
GRANUAILE,[250191000],['EAGLE ISLAND']
VOS FABULOUS,[235097311],['MAGNUS']
DESPINA V,[371313000],['COPBO']
HOHE BANK,[236568000],['ESCEU               ']
EASTERN VANQUISH,[235113663],['GBBEL']
ZIM VIETNAM,[636022113],['ILASH']
TAURUS,[261003330],['GDANSK']
CELTIC EXPLORER,[304905000],['GB SSS']
ELISABETH MAERSK,[219314000],['SGSIN']
INDEPENDENT QUEST,[255806481],['USCHT']
NORSTREAM,[230653000],['GBTIL<>NLEUR']
VOS FAMOUS,[235097319],['CAPTAIN FIELD']
FORTH WARRIOR,[235116011],['DIVE OPS BRIDLINGTON']
TRITON,[236673000],['ESPAS']
OUSE,[232035764],['HUMBER PILOTAGE AREA']
KAPRIFOL,[210445000],['GB GSY']
XING HAI WAN,[371737000],['DUNKIRK']
RNLI LIFEBOAT 17-36,[235005122],['SAR']
F/V L'ECLIPSE,[227680790],['']
HOEGH BERLIN,[258106000],['FRLEH>DEBRV']
ALYSSIA,[265671140],['BREST']
MSC QUITTERIE,[636023758],['GBLGP>>AEAUH']
ARKLOW WIND,[250005461],['GHENT']
SENTINEL,[232059467],['']
PROPEL SHAKTI,[563155600],['GBTYN               ']
GV MOREMMA,[235007170],['BAKER   SCOUT  AREA']
ESTUARY EVORA,[232025144],['PILOT OPS']
SEDRATA,[605086013],['DZORAN']
RESKO,[256240000],['PL SZZ']
AASFJORD,[255755000],['GBBRW']
SOLOMOS,[256039000],['GBMLF']
COE ANNA,[218615000],['EGALY']
ESTUARY ELITE,[235096547],['PILOTAGE OPS']
SKANDI JUPITER,[257461000],['SYMRA']
BLYTH ENERGY,[235001405],['PILOTAGE OPS']
SWS SUFFOLK,[235117805],['']
SVITZER ESTON,[235108267],['SOUTHAMPTON']
MSC JEWEL           ,[636019207],['GBLGP               ']
RNLI LIFEBOAT 13-57,[232059193],['']
ARBROATH,[235050637],['']
HYDROGEN,[232315289],['MALDON']
REGAL PRINCESS,[310674000],['IE COB']
ALEYNA MERCAN,[256096000],['ORDER']
LADY CLARA,[305015000],['NLRTM']
STENA HOLLANDICA,[244758000],['NL HVH / GB HAR  VV']
GLOBAL STAR,[538009028],['PLSWI']
WILLSEEK,[235013829],['SOUTHAMPTON']
FRONT SIRIUS,[538007337],['PLGDN']
SVITZER VIDAR,[232021737],['FELIXSTOWE']
GEO OCEAN VI,[253816000],['DUBLIN OFFSHORE']
G.V. NORTHERN DAWN,[235000897],['FISHING GROUNDS']
ZADA,[235114989],['SOLENT']
MARE PICENUM,[247293200],['FOR_ORDERS']
CMA CGM KOUROU,[228403800],['TTPOS']
PUTFORD SAVIOUR,[232035072],['LOWESTOFT']
SVITZER LONDON,[235103697],['THAMES']
THRESHER,[246295000],['FRLEH N1']
WILSON FLEX II,[255909640],['GBLDY']
MARIE,[244130531],['IJMUIDEN']
SIMON STEVIN,[253309000],['ESFRO']
AFOVOS,[636024262],['GH TEM']
LADY HABARKA,[245302000],['PLGDN']
SEA MELODY,[314557000],['NL']
STENA EDDA,[209885000],['BELFAST<>BIRKENHEAD']
SD NAVIGATOR,[235071537],['C BUOY']
ESVAGT WIND 9,[219027972],['TKWINDPARK']
GV STAR OF HOPE,[232038483],['DOGGERBANK-4']
WESTWINDS,[235067293],['RAMSGATE']
ELBTOWER,[255915664],['PTSET']
MONTROSE ALPHA,[232589000],['MONTROSE']
MSC ROMA,[636018075],['ESVLC']
AI AVOCET,[235118074],['GBLSH']
OCEAN SCOUT,[235001005],"['IPSWICH,']"
ORIZONTAS,[205212890],['AMSTERDAM JAN VAN RI']
CHATTANOOGA,[563004400],['GBSOU>>NLRTM']
OSPREY,[232042584],['']
M/V HAMBURG,[309908000],['FO THO']
MARIT MAERSK,[219632000],['NLROT-ESALR']
ACONIT,[226001370],['']
RONJA NORDIC,[258255000],['FISHFARMS']
"FV_ASPIRE     __ ,",[233826000],['_VESSELASPIRE']
NOBLE REACHER,[538010661],['GBIVG']
TIGERS III,[228099800],['EN PECHE']
YARA SELA,[258936000],['FRLEH >DEBRB']
DAY BLUE            ,[314664000],['ORDER               ']
MISSISSIPPIBORG,[244976000],['SEROR']
AILSA,[232005797],['']
BARNACLE,[250013655],['SURVEY']
WALRUS II,[246109000],['NLRTM']
BRIGHT RAY LH163,[235004076],['FISHING']
SVITZER BOOTLE,[235013782],['DENTON']
NEXT,[630001114],['SUEZ']
MARIETJE HESTER,[244482000],['DERSK']
BOTNIA SEAWAYS,[219737000],['DKFDH']
CONTAINERSHIPS 6,[211315100],['NLRTM']
ELBFEEDER,[212931000],['DUBLIN']
WILLEM JOHANNES,[244110374],['LONDON>BURNHAM']
NATALIE,[304428000],['NLVEL']
FALCON TIDE,[258057000],['MAGNUS']
BALMERINO,[232047495],['FORTH TOWAGE OPS']
HENRIKE  SCHEPERS,[305268000],['ROTTERDAM']
AMIKO,[277563000],['NLTNZ']
STAR OF THE SEAS,[311001551],['ESCAD']
HOGABERG,[231896000],['FAROES ISLANDS']
IANA,[255915901],['WANDELAAR ANCHORAGE']
THEA II,[212597000],['NLRTM']
SCHOKLAND,[246655000],['KRISTIANSUND']
SEAHORSE,[232004949],['CRUISING']
BBC ST.PETERSBURG,[304883000],['CA MTR']
GREEN SPINEL,[256354000],['GIBRALTAR FOR ORDERS']
FV_FAVONIUS_PD17,[235076242],['GROUNDS;']
YXLAN,[265811390],['N/A']
CRC_VULCAN,[235083437],['GREAT YARMOUTH']
SAGAR SAMRAT,[566014000],['NLVEL']
A2B SPIRIT,[244150813],['GBIMM']
YAKOV GAKKEL,[311000634],['FOR ORDERS']
EMMA,[209072000],['PTAVE']
TZAR,[244060730],['']
KLEONIKI,[538011286],['PTLIS']
VAN JAGUAR,[636022138],['BEANR']
BEN WOOLLACOTT,[232017796],['LONDON']
SUPER FAST LEVANTE,[224901000],['TR GEM']
SILVER PEARL,[231766000],['LERWICK']
EEMS DOVER,[245547000],['FRCER']
CHEM SILICON,[636019204],['MXCOA']
RNLI LIFEBOAT 13-41,[232025976],['DUNMORE EAST']
SD RESOURCEFUL,[235072824],['FASLANE']
LEXI,[232035447],['GRAVIR']
ICENI VENTURE,[235108057],['LOWESTOFT']
ERIEBORG,[246634000],['PTLEI']
BENARKLE II PD400,[235107957],['CH16 FOR INFO']
ADLER,[273414440],['TO ORDER']
MAERSK NANSHA,[477111700],['BEANR']
SPECTRUM 5,[235094718],['RAMSGATE']
STINNES PASSAT,[304330000],['ESBIO']
SVITZER JUBILEE,[232045977],['TYNE']
CONTAINERSHIPS POLAR,[232046826],['NLRTM']
MSC MARIAGRAZIA,[636023679],['GBFXT>MYPKG']
MORNING LISA,[370967000],['GBSOU']
ENEA,[235079451],['CORMORANT ALPHA']
REBELLE 1,[232055631],['LONDON']
F/V ARGELES,[228048600],['VIGO']
CRYSTAL VALERIAN,[563101700],['ESBIO']
SIEM CICERO,[636017539],['CAHAL']
ARKLOW MARSH,[250002012],['NEWPORT']
JOSEPHINE,[244850590],['AMSTERDAM']
STENA IMPERIAL,[229748000],['BEANR']
SVITZER HAVEN,[235067991],['MILFORDHAVEN']
SVITZER WATERSTON,[235063728],['MILFORD HAVEN']
ZHONG YUAN,[354595000],['RU ULU']
ZAMPA,[235115321],['']
CITY DELTA,[235054920],['LONDON']
MV C.ENDEAVOUR,[352005284],['GBPLY']
LAGERTHA,[636023129],['FRLPE']
GARY CHOUEST,[366757230],['CAMPBELTOWN']
COSCO JAPAN,[477655200],['GBFXT->DEHAM']
WILSON POLA,[257488000],['NL DOR']
CURLEW,[232061945],['']
LOIS 2,[235091216],['']
UK112 WILHELMINA,[246557000],['VISGRONDEN']
ATLANTIC,[232057908],['FALMOUTH']
KELLY,[215114000],['ES BIO']
MINERVA IRIS,[240243000],['SKAW FOR ORDER']
SVITZER WARDEN,[235032469],['CLYD        OPS']
GRAMPIAN CONFIDENCE,[235077918],['NINIAN FIELD']
TIMORSUN,[636093173],['GBROY']
BOYNE,[256247000],['FRPJG']
ELBCARRIER,[212935000],['IEORK']
RELIANCE III BF800,[232028822],['FISHING']
SEAVIEW,[235063458],['']
WINDCAT 1,[235018872],['HUMBERGATEWAY']
WIND,[220520000],['TEESIDE UK']
MSC RONIT R,[636017000],['USNYC']
BALTIC JASMINE,[209882000],['EETLL']
DIESEL DOG,[232059204],['FUEL RIVER THAMES']
DAMIETTA EXPRESS,[218038370],['OMSLL']
PROPONTIS,[240565000],['PEMBROKE']
BERGE RISHIRI,[232003534],['RISAVIKA NORWAY']
EPIC BONAIRE,[566017000],['NLRTM>PTAVE']
NQ MILLA,[229545000],['NLAMS']
SAINT JOSSE WD2,[250379000],['FISHING GROUNDS']
SKANDI HERA,[257411000],['ABERDEEN']
MOSTEIN,[314727000],['PTAVE']
BERTHOLD K.,[246613000],['GB IPS']
COBALTWATER,[246545000],['NLRTM']
HEIKO,[235067397],['LONDON']
SVITZER ALMA,[232002712],['GRANGEMOUTH']
ISTANBUL EXPRESS,[636024775],['DOCAU']
SHORELINE ENGINEER,[235040015],['PORTLAND']
QUINAG,[257255000],['GBLOV']
ROSEMARY ANN,[235102461],['']
THAMES PRINCESS,[235054658],['LONDON']
AIDAPERLA,[247385300],['FRLEH']
STOLT EBONY,[255806423],['FRDKK']
ICENI DEFIANT,[235090838],['MOSTYN<GWNY>MOSTYN']
F/V GURE AMETZA II,[228413900],['CORUNA']
DEEPSEA NORDKAPP,[310776000],['FROSK']
GRAMPIAN FREEDOM,[235114345],['CURLEW OIL FIELD']
@E@@L@AD@GP@P@AM@D4,[3997759],['']
TESSALA,[605076060],['GBIOG']
ISAFOLD,[219030593],['FISHING']
ARMADA 78 02,[563175800],['SOUTHAMPTON']
PACIFIC,[241771000],['NGBON']
WIGHT SCENE,[235031588],['COWES_PORTS_COWES']
HOMERIC,[241649000],['PTLIS']
F/V GURE ANDRE,[228110000],['CORUNA']
ZAANSTAD 3,[244750841],['']
BOY JOHN INS 110,[235108172],['']
ROSE OF SHARON 11,[250001339],['']
CELESTIAL DAWN BF109,[232041821],['PETERHEAD']
WINDCAT 11,[235066459],['GY<>TK WINDFARM']
LARA 1,[353602000],['GBLIV']
BRITISH WARSHIP,"[234637000, 234580000, 234607000]","['NA', '']"
WILSON GRIP,[314550000],['GB DAG']
H&S BRAVERY,[246231000],['GBHYM']
SHOALWAY,[212115000],['GBLER']
SANFIONA,[235072057],['LONDON']
FEDERAL KUSHIRO,[538004060],['USASF']
OTB-08              ,[232032488],['']
GERMAN WARSHIP F219,[211210150],['0']
WILLIAM HENRY II DH5,[235001800],['FISHING GROUNDS']
JOAN,[205771000],['AMBES']
MS RENOIR,[227789150],['BOIS DE BOULOGNE']
NEPTUNE AEGLI,[215170000],['FRLEH']
LADY HELENE,[244675000],['ROCHEFORT']
ISLAND CHAMPION,[259117000],['VALARIS NORWAY_']
WEALTH CERES,[636023215],['SUEZ CANAL']
ENTERPRISE III BF1,[232045204],['FISHING GROUNDS']
RIGEL,[245730000],['LONDON']
GPS IONIA,[235117078],['']
MSC LEANDRA V,[255803590],['GRPIR']
HANNIBAL,[563207900],['TERNUEZEN']
ADNAN TORLAK,[636019529],['MAAGA']
JOHANNA,[231431000],['VAGUR']
WINNIPEG,[636019497],['BEANR-GBBRX-USMAH']
AMBIENCE,[311001109],['NOHAU']
F./V L'ARC EN CIEL 1,[226230000],['']
WILLIE B WD211,[250104640],['']
VICTORIA OF WIGHT,[232015630],['GB PME<>GB FBU']
LADY EMMA WD342,[250006241],['FISHING GROUNDS']
STRATHFOYLE,[232005254],['DUBLIN PORT']
SD FORCEFUL,[232002650],['WORKING IN PLYMOUTH']
ENDURANCE KY77,[235003829],['PRAWNS']
WILSON POLICE,[257765000],['GBCSN']
SAIC ANJI SINCERITY,[636023520],['GBSOU>GNCKY']
OHIO,[311013400],['GBSWD']
PUERTO LIMON EXPRESS,[636024483],['DEHAM']
MAIMITI,[227723110],['']
MCS SIROCCO,[235090843],['GORICHEM_NETHERLAND']
SANDY M,[235090733],['MOSTYN']
ALMERE 4,[232005500],['LONDON']
G/V RESOLUTE,[232009973],['KILKEEL']
MAID OF THE ISLES,[250368000],['BANTRY<>WHIDDY']
WIND DISCOVERY,[219034268],['TRITON KNOLL OWF']
GAS WIDURI,[525008071],['SESTE->DZBHA        ']
RIPTIDE H10,[235103427],['FISHING']
ALKEA,[636021853],['FRLEH']
TRUE VINE KY7,[235003101],['_']
WADOWICE II,[311024300],['FR URO']
MSC LAURA,[354092000],['FRLEH               ']
BARFLEUR,[227289000],['POO']
CEMSOL,[212360000],['NLRTM']
ELOISE ESLEA,[232043585],['FISHFARMS']
FRI PORSGRUNN,[209211000],['TO ORDER']
RECOVERY,[235078634],['THAMES/OPPS']
SAFE CALEDONIA,[565083000],['CAPTAIN FIELD UKCS']
RIX UNION,[209992000],['NLRTM']
GAASTBORG,[246845000],['ISSTR']
RONJAFISK,[257508000],['L']
DEN HELDER,[244936000],['.']
WILSON HOBRO,[314456000],['IECTB']
G/V GOURY,[228467700],['WIND FARM DIEPPE']
EDDA FERD           ,[259161000],['ABERDEEN ANCH       ']
BOY BRENDAN,[235039463],['HOLYHEAD']
BELGIA SEAWAYS,[277561000],['ESVIL']
DOUCE FRANCE,[228395600],['SXPHI']
ZARLANDA,[235061554],['UNKNOWN']
F/V YANNICK,[227533000],['ZONE DE PECHE']
CEMEX GO INNOVATION,[232027481],['DREDGA453>===GBSHO']
MANGUSTA,[636022466],['LOME TOGO']
BIG G,[232040055],['']
AMADEUS,[376205000],['DEBRE']
ELISABETH-S,[245438000],['GBGTY']
GRAMPIAN TWEED,[232055827],['DOGGER BANK WINDFARM']
RNLI LIFEBOAT 13-20,[235109063],['SELSEY']
MONACO MAERSK,[219863000],['NL ROT > ES ALG']
SEA ENDURANCE,[255916049],['FO KOL']
BIRGIT G,[305502000],['GBIPS']
GOLDEN FAST,[538009293],['DUNKERQUE']
ORWELLNAVGTNSERVICE,[12388],['']
AZAMARA JOURNEY,[256204000],['GB BEL > GB GUR']
GSL TEGEA,[636020770],['USNWK']
MERCURIA,[235054999],['']
NR LYNX,[235100734],['BANGOR']
CP NANJING,[538006958],['BE ANR']
CRIMSON EMPRESS,[564879000],['DEHAM']
JPO PISCES,[636090863],['BE ANR']
NJORD VENTURE       ,[232032953],['BACK OF BEYOND      ']
TRICA,[244912000],['TILBURY']
KING SEAWAYS,[220449000],['NLIJM']
EVER ACT,[352978199],['NLRTM>GBFXT']
LADY SARAH,[232003121],['PORTLAND']
AUTO ACHIEVE,[255739000],['ESVGO               ']
NAVIGATOR GUSTO,[636015944],['DKSKA>FOR ORDERS']
AGIA ELENI,[538007701],['ES LPA']
CITY GAMMA,[235054917],['']
WELSH ROCK,[227913470],['']
ZANTE DAWN,[249100000],['RU VYG>MA JFL']
THEMIS,[563220000],['BEZEE']
F/V AMADEUS,[250014109],['CASTLETOWNBERE']
RNLI LIFEBOAT 17-09,[232002480],['DOVER SAR DUTIES']
KEW,[235085696],['GRAVESEND']
AN HAI WAN,[356502000],['PORT JEROME']
THREE RIVERS,[235091048],['DARTMOUTH']
BULK FINLAND        ,[636021905],['CA PCA              ']
SVITZER ELLERBY,[232003503],['PORTBURY']
NATO WARSHIP,[234627000],['']
JENNY M,[250000954],['']
ECO MONEGASQUE,[255801680],['US FAH']
GRANDE NEW JERSEY,[247409200],['GBSOU>BEANR']
MARGARET OF LADRAM,[235088807],['BRIXHAM']
FEZZAN,[215989000],['CA WHH']
KARILIIS,[304176000],['GBHUL']
BUNDU,[352001341],['PLGDN']
CHARLEMAGNE,[205796000],['CLIFFE']
ABILITY,[636020794],['NLRTM']
MANIPURA,[244780077],['DAM']
BANGKOK EXPRESS,[211108330],['MAPTM2>DEWVN        ']
MARETA,[636022898],['SAUDI FOR ORDERS']
CENTURION SIGNIFER,[352002288],['DEBKE']
MANXMAN,[232041396],['HEYSHAM']
TRANS CHEMICA,[256549000],['FRFOS']
STENA NORDICA,[210518000],['GB FIS']
AMADEUS PEARL,[255915668],['FRURO']
CEMISLE,[305399000],['BRUNSBUTTEL']
SHELF DRILLING BARS,[636016111],['SLEIPNER B PLATFORM']
NIAGARA HIGHWAY,[351983000],['BEZEE>USBAL']
MISTRADENN,[227922880],['']
GAFIRS,[976543210],['']
VENUS CLIPPER,[232019499],['LONDON']
WANDERLUST,[538071462],['NO AES']
VISTA,[538009952],['GB SOU > DK CPH']
ARGUS,[235093173],['DROGHEDA']
SUPPORTER,[219014436],['LINCS WF']
F/V L'AUDACIEUX,[227601110],[' ']
PROTECTOR III,[232033854],['']
ATLANTIC ORCHARD,[636018592],['BE GNE']
WINDCAT 39,[235114376],['RAMGATE><LAOWF']
BLUE FIN,[215877000],['BR PNG']
BOKA DA VINCI,[538003647],['SCRABSTER']
MV ELYSSE,[232019288],['HPOOL_']
NORBAY,[310362000],['GB TEE']
MAERSK TOKYO        ,[566833000],['GBIMM               ']
GLENDOWER,[227913480],['']
RNLI LIFEBOAT 16-23,[235069215],['GBRMG']
SPRINGER TIDE,[257064980],['CAPTAIN FIELD']
CHEMICAL SAILOR,[249022000],['AVEIRO']
STEN SKAGEN,[255915977],['NL RTM']
TIGER ONE,[235060961],['']
ECO INVICTUS,[538005799],['GB TEE']
FLEX ENTERPRISE,[538010101],['US NSS']
HANS,[232056936],['RIVER THAMES']
WIND PIONEER,[219017684],['LINCS OWF ON TOW']
PEARL OF LONDON,[232006403],['LONDON']
SAND FALCON,[232215000],['GB NFT>===DREDGEA458']
FORTH CONSTRUCTOR,[232053877],['BURNTISLAND']
ESVAGT CHAMPION,[219010518],['HEWETT FIELD']
RNLI LIFEBOAT 13-36,[232009305],['SEAHOUSES']
RELIABLE WARRIOR,[241501000],['NLRTM']
VIKING PRINCESS II,[235026894],['DOVER=FRANCE DOVER']
WAALVLIET,[244781000],['BEJAIA']
SVITZER STANFORD,[235023045],['HUMBER TOWAGE OPS']
NORDIC OLYMPIC,[538009299],['DE NHA> CA MNI']
PONENTE,[538008151],['MAJFL']
TWINKLE STAR,[538005294],['FLUSHING']
ISLE OF INISHMORE,[209093000],['DOVER-CALAIS-DOVER']
ARMARA JULES VERNE,[275549000],['FRURO']
OCEAN RELIANCE,[357707000],['GB LEITH']
IEVOLI GOLD,[247274700],['ITPMA']
NEPTUNE HELLAS,[256575000],['GBSHS']
SILVER STURGEON,[235054955],['LONDON']
FIGARO,[275530000],['NLRTM']
PL ST CUTHBERT,[235099364],['PILOTAGE OPS']
GV ADVENTURE,[235109237],['GUARD EA3 CABLE']
VOS VENTURER,[235083457],['TRENT']
WP CHANCER,[232059367],['EASTHAM']
VOS DISCOVERY,[235050631],['ANDREW']
NEREUS INS172,[235096106],['MACDUFF']
ZEF NORDET,[235095774],['DUNKIRK']
DHB DILIGENT,[232056171],['']
ALI CAT OF COWES,[232006214],['PORTSMOUTH']
MINERVA ELLIE,[636023294],['FOR ORDERS']
STENA DON,[232020225],['CURLEW']
MARIELYST,[255806148],['NLRTM RWG']
ANVIL POINT         ,[235572000],['GBMAW               ']
ANASTASIA,[235019572],"['DOVER, FRANCE_SWIM??']"
TALINA B,[210534000],['NLMOE']
SD PADSTOW,[235000073],['']
RV CALLISTA,[235028893],['']
CORETALENT OL,[370922000],['GB LIV']
PV VENUS,[235032573],['HUMBER PILOT AREA']
CONCERTO,[563028800],['LE HAVRE']
CHALLENGE FR226,[235013021],['FRASEBURGH']
UNITY,[232043744],['FRASERBURGH']
CYPRUS CEMENT,[255805390],['ISHEL']
VELOS LEO,[538008670],['TALLIN FOR ORDERS']
NICOLAAS MAES,[244830663],['AMSTERDAM']
STI COMANDANTE,[538005397],['NLAMS']
KESTREL,"[636015480, 235000280]","['GRIMSBY', 'ESVGO']"
SEVEN SEAS VOYAGER,[311513000],['NO SVG']
SANDNES,[304783000],['NOJEL']
ALBA,[255915672],['DE HAM']
MALACCA HIGHWAY,[355351000],['DEHAM']
GRANDE AMBURGO,[247098900],['DEHAM>BRVIX']
STELLA MARIS,[250184000],['FISHING GROUNDS']
KALISTA,[538072320],['HAUGESUND']
SEA SHEPHERD,[235018213],['']
SIR BOBBY ROBSON,[235090034],['TYNE']
ARKLOW RAMBLER,[250013999],['ESPAS']
SUNDA               ,[636017261],['GB HUL              ']
WILSON DROGHEDA,[314633000],['ESCEU']
THAMES LIMO,[235104656],['IMPERIAL WHARF']
ZETAGAS,[305794000],['FR GLO > FR DON']
ANNA,"[305961000, 244850620]","['', 'FRLEH ANCHORAGE']"
TWISTER,[245881000],['ROTTERDAM']
CHAY BLYTH,[235055007],['LONDON']
GOLDEN SUNRISE,[235056223],['']
EDEN ROSE,[235092732],['GT.YAR<>DOWF.']
LOWESTOFT PROVIDER,[232003615],['SUNK ANCHORAGE']
SAR AIRCRAFT G-HMGF,[111232028],['']
CORDELIA-K INS-151,[235095634],['PETERHEAD']
WILSON GDYNIA,[314192000],['FOR ORDER']
HALLAIG,[235099235],['GBRAS<>GBSCO']
GOLDEN BRILLIANT,[477250100],['GNKMR']
NOCC ATLANTIC,[259976000],['US NYC>DE BRV']
BLUE 3,[272896100],['SEA']
VLIEBORG,[246625000],['ESHUV']
VB CHEETAH,[232057491],['THAMES TOWAGE']
ATHENA SEAWAYS,[277504000],['FR DKK']
UKD SEADRAGON,[232059172],['DREDGING OPS']
ARCADIA,"[310459000, 461000247]","['ESCAR', 'BALTIC SEA FOR ORDER']"
FSV SCOTIA,[258031400],['FISHFARM']
SERENE,[232013304],['LERWICK']
KEY SUND,[259360000],['GB HUL>DE EME']
OOCL PIRAEUS        ,[477886300],['GBFXT               ']
STELLA MARIS CY250,[235068209],['GBGAI<>GBSTO']
ALEXANDRA KOSAN,[563160500],['FRDKK']
ARKLOW VIKING,[244150648],['IELMK']
INVERDALE,[235068431],['LONGLINE\\  CH.16']
HUMBER RUNNER,[305821000],['RIGA']
HORIZON GEODRILL,[352002726],['DRILL OPS 1NMCPA']
CELTIC MARINER      ,[255916023],['GBSHO               ']
SLOMAN HERA,[305850000],['NLAMS>GBSOW']
ROSEBLOOM INS353,[235115756],['']
SD HERCULES,[235066588],['PLYMOUTH']
EEMS-DART,[236453000],['VILLAGARCIA']
MULTRATUG 11,[244230000],['OOSTENDE']
INA-LOTTE,[636023981],['CI SPY']
LADY AMALIA,[246685000],['NLMOE']
MTM ROTTERDAM,[563233600],['ES BIO']
MARCUS,[205106000],['DK NVD']
GV HELENUS FR121,[233353000],['JACKDAW PIPELINE']
CURRENT SPIRIT,[311001594],['JOHAN CASTBERG']
HORIZON ARCTIC,[316003140],['NICHOL']
SHACKLETON,[250002011],['CORK']
SILVER BARRACUDA,[235054674],['']
G.V SANCTA MARIA,[235093015],['FRASERBURGH']
SVITZER THAMES,[232033454],['GRAVESEND']
XINHAITONG18,[538003560],['ANTWERP']
GRY MARITHA,[232003389],['GB PEN<>GB HWZ']
TOM SAWYER,[210399000],['DE RSK']
AMPERE,[275031000],['BEANR']
VIKING SKY,[259186000],['GB STO']
VALBORG,[230108270],['ABERDEEN']
WIGHT RYDER 1,[235069875],['RYDE/PORTSMOUTH']
SCANBIO VIKING,[257872000],"['KYLEAKIN, UK']"
OTB-01,[232026015],['']
SD NETLEY,[235101365],['PORTSMOUTH']
MERCIA,[235055003],['']
PRIDE OF ROTTERDAM,[244980000],['EUROPOORT-HULL']
GRAZIA,[232032581],['IMPERIAL WHARF']
CASPIAN HARMONY,[477588700],['ES SAG']
BG JADE,[212752000],['CORK']
WILSON HERON,[314551000],['FRRCO']
MONA SWAN,[219624000],['FR PJE>GB FAW']
FPV CATRIN,[232012923],['ABERYSTWYTH']
PASCUAL FLORES,[224534350],['ABERDEEN']
EA NODDY,[563182800],['PTLEI']
FRI LAKE,[309807000],['BROMBOROUGH']
GOLDEN FURIOUS,[538009294],['SI KOP']
FIDRA,[235040684],['ABEDEEN']
FOKKO UKENA,[304089000],['NLTNZ']
EXCELSIOR,[226014170],['']
GOLD OAK,[352428000],['NEW ORLEANS']
GATTACA,[352005806],['ALIAGA']
ANTONIS I.ANGELICOUS,[241809000],['HOUND POINT']
SOLEA,[211417590],['NORTH SEA SURVEY']
RAHAL,[319882000],['GB POO']
